TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         7340  1.66227E+00  1.65504E+00  8.33289E-01  2.33849E+00  7.01961E-02  1.68751E-01  2.07875E-03  1.32699E-01  3.56105E-02 -2.34092E-02  8.56764E-02 -3.09933E-03  2.46066E-02 -8.53055E-02  9.17514E-02   -3391.9691962115407
         7341  1.64565E+00  1.60912E+00  7.92270E-01  2.37977E+00  7.84017E-02  1.64454E-01 -3.27465E-02  1.28647E-01  4.55111E-02 -3.24725E-02  8.65320E-02 -1.45714E-02  2.72588E-02 -8.41193E-02  8.80508E-02   -3385.4449949593918
         7342  1.63321E+00  1.57953E+00  7.56372E-01  2.41631E+00  8.39189E-02  1.85823E-01  1.37950E-02  1.22381E-01  7.34947E-02  6.39079E-03  9.44890E-02 -4.08748E-02 -5.14774E-03 -8.72228E-02  8.61812E-02   -3387.5422895298407
         7343  1.64763E+00  1.57609E+00  7.73508E-01  2.40095E+00  7.79956E-02  1.58989E-01 -2.46152E-02  1.03764E-01  4.24948E-02 -9.94000E-05  7.35643E-02 -1.24743E-02 -5.91848E-03 -7.08747E-02  7.43205E-02   -3403.6963239732286
         7344  1.65278E+00  1.57836E+00  8.00758E-01  2.37236E+00  7.53766E-02  1.43758E-01 -5.46108E-03  1.81842E-01  3.90488E-02 -1.17842E-02  7.36427E-02 -1.19380E-02  1.01387E-02 -7.15465E-02  7.50179E-02   -3416.5358447345316
         7345  1.68532E+00  1.52492E+00  8.06376E-01  2.37343E+00  6.99530E-02  1.91250E-01 -3.86374E-02  1.48704E-01  4.45620E-02  4.48520E-04  6.33345E-02 -7.50832E-03 -9.80100E-03 -5.93324E-02  6.29253E-02   -3420.5899162232436
         7346  1.65435E+00  1.51884E+00  8.23630E-01  2.34798E+00  7.86233E-02  1.68576E-01  1.59103E-02  1.42110E-01  5.56037E-02  2.18716E-02  8.90772E-02 -2.47681E-02 -2.15067E-02 -8.50484E-02  8.72050E-02   -3422.8242059151844
         7347  1.63418E+00  1.55520E+00  7.80495E-01  2.39025E+00  7.24141E-02  1.57925E-01 -1.40192E-02  1.51159E-01  5.27084E-02  8.52783E-03  7.12167E-02 -2.35316E-02 -1.33688E-02 -6.62040E-02  6.70088E-02   -3426.4777054125293
         7348  1.62834E+00  1.47260E+00  7.79684E-01  2.39062E+00  7.02073E-02  2.23644E-01  7.58247E-03  1.66238E-01  5.71310E-02 -6.55739E-03  5.56835E-02 -1.45618E-02  7.69152E-03 -4.83236E-02  4.93758E-02   -3414.7582914912573
         7349  1.67506E+00  1.53050E+00  8.35579E-01  2.33930E+00  7.69439E-02  1.74918E-01 -1.34152E-02  1.13316E-01  4.36705E-02  7.47833E-04  7.24466E-02 -1.02204E-02 -4.36497E-03 -6.94674E-02  7.33603E-02   -3400.6935199045097
         7350  1.63722E+00  1.55992E+00  8.04061E-01  2.36539E+00  7.96612E-02  1.68398E-01  2.78011E-05  1.45232E-01  4.69985E-02  1.59105E-02  7.39431E-02 -1.54126E-02 -1.81418E-02 -7.05593E-02  7.35925E-02   -3383.8837493530227
         7351  1.56595E+00  1.57881E+00  7.49665E-01  2.40937E+00  7.46981E-02  2.38010E-01 -4.54792E-02  1.57233E-01  4.25711E-02 -2.98243E-03  5.31355E-02  4.68844E-03 -7.41622E-03 -4.86481E-02  5.38986E-02   -3394.9186091069237
         7352  1.74686E+00  1.56534E+00  8.26999E-01  2.36357E+00  6.86974E-02  1.43066E-01 -1.77478E-02  2.23705E-01  4.91140E-02  1.59723E-02  7.04100E-02 -2.28030E-02 -2.26576E-02 -6.60809E-02  6.70162E-02   -3409.1775616638643
         7353  1.65835E+00  1.57890E+00  8.10986E-01  2.36185E+00  7.27894E-02  2.07399E-01 -1.81016E-02  1.74312E-01  6.12951E-02 -1.14894E-02  7.86769E-02 -2.24014E-02  7.54329E-03 -7.22866E-02  7.36301E-02   -3362.6695916022513
         7354  1.70586E+00  1.58239E+00  8.21262E-01  2.36037E+00  6.81558E-02  2.20554E-01 -4.36767E-02  1.71112E-01  3.28144E-02 -1.79961E-02  8.31671E-02  1.12638E-02  9.42227E-03 -8.31793E-02  9.25603E-02   -3354.8906468295741
         7355  1.64673E+00  1.62829E+00  7.38400E-01  2.43788E+00  8.32096E-02  1.82707E-01 -2.24344E-02  2.00560E-01  3.35173E-02  1.76624E-02  8.25017E-02  2.41918E-03 -2.50943E-02 -8.25470E-02  9.02483E-02   -3358.6406331893668
         7356  1.65939E+00  1.62791E+00  8.59044E-01  2.30975E+00  7.90194E-02  2.00082E-01 -2.18025E-02  1.81102E-01  3.77266E-02 -2.44858E-02  6.75085E-02  1.63689E-03  2.06586E-02 -6.51012E-02  7.08663E-02   -3382.0411989926929
         7357  1.60089E+00  1.66743E+00  7.62298E-01  2.40198E+00  7.76026E-02  1.38783E-01 -1.24980E-02  1.58342E-01  3.20780E-02 -5.45529E-03  6.15689E-02 -5.28776E-03  2.03975E-03 -5.99749E-02  6.39550E-02   -3428.2782342442433
         7358  1.63925E+00  1.54675E+00  7.82468E-01  2.38943E+00  7.28410E-02  1.57911E-01  3.50176E-04  1.53377E-01  3.54898E-02  1.79329E-03  6.97872E-02 -5.01924E-03 -2.95240E-03 -6.83601E-02  7.32987E-02   -3408.7878761440543
         7359  1.61357E+00  1.63681E+00  7.75549E-01  2.39084E+00  6.62913E-02  1.73198E-01  1.03967E-02  1.17860E-01  2.96325E-02 -9.24201E-03  6.43609E-02  4.67061E-03  1.14202E-02 -6.36307E-02  7.01492E-02   -3395.2073061658334
         7360  1.69440E+00  1.61699E+00  7.87200E-01  2.39539E+00  7.67756E-02  2.87903E-01 -2.30316E-03  1.59185E-01  6.63779E-02 -1.20396E-02  6.83987E-02 -1.05493E-02  1.13506E-02 -6.02092E-02  6.32722E-02   -3352.1264733239109
         7361  1.67858E+00  1.59900E+00  8.05675E-01  2.37207E+00  7.50557E-02  1.73821E-01  5.91676E-03  1.62298E-01  4.01272E-02 -3.31832E-02  7.05445E-02 -6.58734E-03  3.59731E-02 -6.79783E-02  7.23359E-02   -3370.4834803561680
         7362  1.68297E+00  1.59913E+00  8.02544E-01  2.37647E+00  7.62993E-02  1.66013E-01  1.33460E-02  1.42945E-01  4.42741E-02 -2.27790E-02  6.51248E-02 -1.27970E-02  2.64682E-02 -6.12265E-02  6.36886E-02   -3369.8285127013041
         7363  1.64322E+00  1.61041E+00  7.72702E-01  2.40025E+00  7.44606E-02  2.20170E-01 -6.50406E-03  1.47925E-01  2.86509E-02 -1.34379E-02  6.27130E-02  1.57706E-02  1.20147E-02 -6.20226E-02  7.07465E-02   -3397.5599044979808
         7364  1.72975E+00  1.63654E+00  8.51577E-01  2.33313E+00  8.43397E-02  1.80517E-01  1.68759E-02  1.34696E-01  4.82175E-02 -2.26346E-02  9.36710E-02 -1.43169E-02  2.70416E-02 -9.15076E-02  9.63107E-02   -3402.2943841066863
         7365  1.66224E+00  1.57797E+00  8.08549E-01  2.36615E+00  7.81470E-02  1.84534E-01  4.76946E-02  1.57475E-01  2.41404E-02 -1.89755E-02  6.04767E-02  1.24515E-02  2.94083E-02 -6.05155E-02  6.82283E-02   -3396.0199695420524
         7366  1.66310E+00  1.56041E+00  8.48838E-01  2.32253E+00  7.29953E-02  2.05125E-01  4.00349E-02  1.48259E-01  5.40000E-02 -1.14417E-02  7.81974E-02 -1.56743E-02  1.95505E-02 -7.36339E-02  7.67221E-02   -3447.5522283251621
         7367  1.60831E+00  1.61302E+00  7.62215E-01  2.40472E+00  7.56116E-02  1.92347E-01  4.32583E-02  1.17680E-01  2.92545E-02 -3.69896E-03  7.83571E-02  8.48583E-03  1.21398E-02 -7.91243E-02  8.78980E-02   -3186.4456011960478
         7368  1.79979E+00  1.67988E+00  7.99348E-01  2.40443E+00  8.22436E-02  1.88858E-01  5.51836E-02  1.39219E-01  1.97945E-02 -2.42964E-02  7.79715E-02  1.78335E-02  3.66159E-02 -8.04509E-02  9.10036E-02   -3165.4974956143014
         7369  1.63012E+00  1.59451E+00  7.55772E-01  2.41727E+00  9.16214E-02  1.86231E-01  3.00116E-02  1.14384E-01  5.53330E-02  7.75715E-03  8.44378E-02 -2.19749E-02 -3.02034E-03 -8.06462E-02  8.34042E-02   -3192.8023203370976
         7370  1.63517E+00  1.52989E+00  7.33739E-01  2.44349E+00  7.38824E-02  1.49503E-01 -1.49165E-03  1.25114E-01  1.66628E-02 -7.95228E-03  8.52014E-02  1.25688E-02  7.92203E-03 -8.96937E-02  1.00644E-01   -3226.7140126415952
         7371  1.62864E+00  1.60726E+00  8.13798E-01  2.35448E+00  6.85304E-02  2.05687E-01  1.41778E-02  1.28025E-01  2.20366E-02 -3.83025E-04  5.38755E-02  1.83891E-02  2.68889E-03 -5.42184E-02  6.29523E-02   -3207.7212429578303
         7372  1.61645E+00  1.62244E+00  7.95831E-01  2.37134E+00  6.83576E-02  2.33318E-01  3.93143E-02  1.65532E-01  3.41642E-02  2.24864E-03  5.58525E-02  1.03781E-02  4.45944E-03 -5.40186E-02  6.11490E-02   -3124.8534037920226
         7373  1.57252E+00  1.61656E+00  7.89789E-01  2.37009E+00  7.25078E-02  1.87222E-01  2.53551E-02  1.74984E-01  4.29956E-02  1.32209E-02  6.98483E-02 -8.79750E-03 -1.07200E-02 -6.79446E-02  7.29110E-02   -3155.8211717806271
         7374  1.66998E+00  1.54077E+00  8.00907E-01  2.37802E+00  8.21559E-02  2.14645E-01 -2.21461E-02  1.66641E-01  3.52029E-02  1.50940E-02  6.85823E-02  5.76658E-03 -2.25467E-02 -6.79962E-02  7.58594E-02   -3158.1011941767201
         7375  1.63772E+00  1.67270E+00  8.12772E-01  2.35683E+00  6.95046E-02  1.80407E-01 -2.73337E-02  1.96461E-01  2.79092E-02  1.06277E-02  6.07016E-02  6.59584E-03 -1.86603E-02 -6.09488E-02  6.83757E-02   -3149.9315996548476
         7376  1.63828E+00  1.61756E+00  8.19341E-01  2.35048E+00  8.45929E-02  1.60427E-01 -3.41626E-03  1.33950E-01  2.17005E-02  2.07627E-02  6.02068E-02  9.22521E-03 -2.41625E-02 -6.18772E-02  7.01342E-02   -3134.0917974717195
         7377  1.72347E+00  1.65642E+00  8.33976E-01  2.35134E+00  8.16469E-02  1.76575E-01 -3.11172E-03  1.18423E-01  3.47743E-02  1.09446E-02  7.46199E-02 -1.96272E-03 -1.31239E-02 -7.53539E-02  8.29877E-02   -3099.0032320877317
         7378  1.61849E+00  1.59600E+00  7.96220E-01  2.37042E+00  8.46039E-02  2.07428E-01 -2.69821E-02  1.44969E-01  3.82851E-02 -1.30891E-02  5.60776E-02  1.28775E-05  8.70635E-03 -5.44544E-02  6.05521E-02   -3063.6139282369650
         7379  1.60077E+00  1.56002E+00  7.74180E-01  2.39061E+00  8.90350E-02  1.73398E-01 -1.87744E-02  1.39862E-01  2.83957E-02  4.34207E-04  6.73607E-02  3.69467E-03 -4.45317E-03 -6.85073E-02  7.62940E-02   -3102.6206132861207
         7380  1.59277E+00  1.53437E+00  8.05966E-01  2.35409E+00  7.76157E-02  2.35999E-01  1.06858E-02  1.05891E-01  5.72879E-02  1.68936E-02  7.82237E-02 -1.58029E-02 -1.62423E-02 -7.46570E-02  7.90877E-02   -3078.9877326898350
         7381  1.62879E+00  1.57370E+00  8.11359E-01  2.35495E+00  8.79248E-02  1.90958E-01  1.97506E-02  1.02510E-01  3.28476E-02 -1.20612E-02  7.66771E-02  2.09694E-03  1.71017E-02 -7.79394E-02  8.63821E-02   -3074.8528454283946
         7382  1.56165E+00  1.53916E+00  8.03235E-01  2.35078E+00  8.18346E-02  1.67256E-01  1.99253E-02  1.04425E-01  2.94938E-02 -1.34316E-02  9.40253E-02  1.93054E-03  1.86239E-02 -9.78040E-02  1.08518E-01   -3080.1412378952487
         7383  1.59085E+00  1.58312E+00  8.10072E-01  2.34850E+00  7.79301E-02  2.31150E-01  1.31190E-02  9.78141E-02  4.04899E-02 -7.77270E-03  6.06561E-02  1.83898E-03  1.07830E-02 -5.86690E-02  6.50282E-02   -3083.3837368565110
         7384  1.47527E+00  1.59703E+00  7.21355E-01  2.42230E+00  7.58687E-02  2.19830E-01 -2.66386E-02  1.22052E-01  4.60126E-02 -2.72826E-02  7.95831E-02 -6.56955E-03  2.47410E-02 -7.85300E-02  8.53282E-02   -3064.5598626005544
         7385  1.55801E+00  1.57895E+00  7.53565E-01  2.40266E+00  7.94110E-02  1.82785E-01 -2.61300E-02  1.45306E-01  4.39445E-02 -3.17580E-02  9.49242E-02 -1.25349E-02  2.96077E-02 -9.57825E-02  1.02912E-01   -3059.3889858844996
         7386  1.66867E+00  1.58890E+00  7.81418E-01  2.39283E+00  8.15237E-02  1.90626E-01  3.28060E-02  1.45386E-01  1.51749E-02 -4.26728E-02  8.12618E-02  2.03149E-02  5.29942E-02 -8.62443E-02  9.86361E-02   -3082.2297315668875
         7387  1.59512E+00  1.54239E+00  7.62346E-01  2.39982E+00  9.16624E-02  2.38725E-01 -1.22789E-02  1.53598E-01  4.70495E-02 -2.21364E-02  6.48641E-02 -6.25561E-03  2.21596E-02 -6.20311E-02  6.66956E-02   -3095.0847356025006
         7388  1.65431E+00  1.61125E+00  7.55873E-01  2.41822E+00  8.59745E-02  2.04026E-01  3.52138E-02  1.45782E-01  2.05284E-02 -1.98135E-02  6.23266E-02  1.59875E-02  2.84324E-02 -6.41833E-02  7.31082E-02   -3091.8563283818830
         7389  1.62839E+00  1.57908E+00  7.73110E-01  2.39462E+00  7.77044E-02  1.73640E-01  3.03439E-02  1.75638E-01  3.73689E-02 -1.30021E-02  7.43878E-02 -8.25799E-03  2.04160E-02 -7.46264E-02  8.04052E-02   -3167.1521911108402
         7390  1.71170E+00  1.53593E+00  7.48306E-01  2.43788E+00  8.52824E-02  1.97692E-01  2.64419E-02  1.92439E-01  4.92459E-02 -7.63100E-03  6.95895E-02 -1.70498E-02  1.33481E-02 -6.73609E-02  7.09765E-02   -3176.9683199315841
         7391  1.56901E+00  1.56145E+00  7.69909E-01  2.38745E+00  8.28056E-02  1.62460E-01  3.37484E-02  1.75632E-01  3.15509E-02 -4.39726E-02  8.85311E-02 -4.36144E-03  5.48559E-02 -9.14382E-02  9.97196E-02   -3195.0030864156010
         7392  1.62205E+00  1.59145E+00  7.41245E-01  2.42874E+00  7.70705E-02  1.93898E-01  6.69504E-02  2.01476E-01  3.48796E-02  2.12832E-03  7.63262E-02 -1.95108E-03  1.03311E-02 -7.74539E-02  8.48963E-02   -3197.1859242347882
         7393  1.61873E+00  1.56141E+00  7.51967E-01  2.41602E+00  7.21170E-02  1.84883E-01  5.81178E-02  1.58626E-01  9.17261E-03 -2.28574E-02  5.68774E-02  2.44775E-02  3.63096E-02 -6.09048E-02  7.16430E-02   -3252.1373788440642
         7394  1.59213E+00  1.59789E+00  7.74117E-01  2.38699E+00  6.99551E-02  1.80800E-01  4.22259E-02  1.75970E-01  3.34705E-02 -1.34790E-02  7.40607E-02 -3.27901E-03  2.30038E-02 -7.53617E-02  8.24128E-02   -3257.3168853715315
         7395  1.68961E+00  1.57149E+00  8.18434E-01  2.35572E+00  7.26673E-02  1.81871E-01  1.28072E-02  1.76920E-01  2.76020E-02 -2.20099E-02  6.57371E-02  3.36003E-03  2.70731E-02 -6.73072E-02  7.47967E-02   -3250.1811410120208
         7396  1.58481E+00  1.56646E+00  7.53277E-01  2.40821E+00  7.73980E-02  1.83197E-01  3.84814E-02  1.56693E-01  4.04440E-02 -1.22986E-02  8.32927E-02 -1.06525E-02  2.10793E-02 -8.40984E-02  9.04917E-02   -3251.2114035663753
         7397  1.63751E+00  1.62418E+00  7.73195E-01  2.39615E+00  7.31466E-02  1.64305E-01 -2.29926E-03  1.49443E-01  3.39324E-02 -1.84538E-02  6.88657E-02 -6.96863E-03  2.02825E-02 -6.93815E-02  7.49316E-02   -3254.8121695944019
         7398  1.70125E+00  1.59562E+00  7.65059E-01  2.41749E+00  8.33568E-02  2.03661E-01  1.63406E-02  1.93929E-01  9.73783E-03 -2.49843E-02  6.72505E-02  2.69683E-02  3.10676E-02 -7.21928E-02  8.44320E-02   -3289.5183254081330
         7399  1.66517E+00  1.60190E+00  8.00944E-01  2.37153E+00  6.65094E-02  1.92488E-01 -7.54866E-03  1.65967E-01  3.80858E-02 -1.03009E-02  7.00212E-02 -6.27760E-03  1.03573E-02 -6.99936E-02  7.58594E-02   -3275.2520232471270
         7400  1.66686E+00  1.47000E+00  7.54111E-01  2.42304E+00  7.77133E-02  2.01949E-01  6.01520E-03  1.92837E-01  6.02018E-02 -2.86370E-02  7.51736E-02 -2.92271E-02  3.27208E-02 -7.16328E-02  7.34195E-02   -3258.0298686990654
         7401  1.59523E+00  1.54927E+00  7.27322E-01  2.43912E+00  7.23450E-02  1.90882E-01  2.13621E-02  1.44112E-01  3.29850E-02  1.97738E-02  6.97504E-02 -1.38875E-03 -1.75890E-02 -7.06439E-02  7.74078E-02   -3259.3004529642767
         7402  1.73685E+00  1.61450E+00  7.97644E-01  2.38709E+00  7.85791E-02  2.39061E-01 -4.95627E-03  1.95731E-01  6.43497E-02  1.76145E-02  6.68938E-02 -2.71308E-02 -2.00137E-02 -6.17741E-02  6.29430E-02   -3235.5479657423239
         7403  1.62292E+00  1.44314E+00  8.06625E-01  2.35667E+00  7.87099E-02  1.64655E-01  2.81481E-02  1.61078E-01  4.28944E-02  7.21986E-03  6.13373E-02 -1.70346E-02 -2.39229E-03 -5.96410E-02  6.25247E-02   -3235.9827940439118
         7404  1.69685E+00  1.57952E+00  8.08252E-01  2.36849E+00  7.66313E-02  1.89972E-01  7.30998E-02  1.72471E-01  5.91241E-02  2.62472E-02  7.88876E-02 -3.03235E-02 -1.55474E-02 -7.58006E-02  7.76634E-02   -3254.6544699278111
         7405  1.62749E+00  1.51243E+00  7.38032E-01  2.43308E+00  7.78841E-02  2.25664E-01  6.50604E-02  1.16776E-01  8.99309E-02  8.77058E-03  1.27168E-01 -5.78595E-02  1.99596E-03 -1.23227E-01  1.24715E-01   -3194.6745521821135
         7406  1.61602E+00  1.54516E+00  7.16200E-01  2.45570E+00  6.77229E-02  1.84624E-01  6.83379E-02  1.40152E-01  5.81242E-02 -2.41573E-03  1.00677E-01 -3.05150E-02  1.49674E-02 -9.99332E-02  1.04097E-01   -3215.2596424059102
         7407  1.65605E+00  1.50040E+00  7.38281E-01  2.43905E+00  7.45845E-02  2.33764E-01  4.76046E-02  1.49406E-01  5.83661E-02  1.41789E-02  7.65678E-02 -2.20804E-02 -7.19354E-03 -7.35522E-02  7.67681E-02   -3252.4176059490919
         7408  1.69229E+00  1.60206E+00  7.65551E-01  2.41544E+00  7.62305E-02  2.23042E-01  2.91457E-02  1.62495E-01  5.28977E-02  1.34252E-02  7.43830E-02 -1.82524E-02 -9.89752E-03 -7.23174E-02  7.62553E-02   -3259.9479067744387
         7409  1.63098E+00  1.52212E+00  7.50388E-01  2.42100E+00  7.10276E-02  2.39570E-01  5.72676E-02  1.65998E-01  4.80585E-02  5.94114E-04  7.40573E-02 -1.05804E-02  9.08206E-03 -7.28462E-02  7.81241E-02   -3293.2794466801643
         7410  1.57567E+00  1.54582E+00  7.55648E-01  2.40540E+00  7.65670E-02  1.80662E-01  2.96623E-02  1.70491E-01  4.50504E-02 -2.10820E-02  9.54305E-02 -1.74804E-02  2.83708E-02 -9.68845E-02  1.03376E-01   -3286.1009510564509
         7411  1.67127E+00  1.51481E+00  7.43394E-01  2.43630E+00  6.21382E-02  2.02230E-01  1.58848E-02  1.75235E-01  6.29739E-02  7.87232E-03  8.87731E-02 -3.34479E-02 -6.03152E-03 -8.63997E-02  8.90171E-02   -3270.6746259542215
         7412  1.65385E+00  1.59818E+00  7.19170E-01  2.45964E+00  7.64468E-02  2.21422E-01  2.95485E-02  1.56972E-01  6.98882E-02  1.15669E-02  9.15743E-02 -3.78836E-02 -7.54864E-03 -8.82591E-02  9.02397E-02   -3295.1260260379913
         7413  1.70801E+00  1.68535E+00  7.74339E-01  2.40812E+00  7.40655E-02  1.94581E-01  1.09134E-02  1.18581E-01  4.09557E-02  1.92995E-02  7.26827E-02 -1.08152E-02 -1.94340E-02 -7.25652E-02  7.77272E-02   -3328.0675810237731
         7414  1.64354E+00  1.63206E+00  7.73525E-01  2.39785E+00  8.16244E-02  1.80588E-01  4.56043E-02  1.25830E-01  2.98877E-02  8.14104E-04  7.38951E-02 -1.13087E-03  6.98938E-03 -7.58511E-02  8.30467E-02   -3330.0201387314196
         7415  1.64791E+00  1.62604E+00  7.60798E-01  2.41232E+00  7.72947E-02  1.84332E-01  2.96048E-02  1.17090E-01  2.98525E-02  2.78364E-03  6.38429E-02 -4.59090E-04  1.74780E-03 -6.48646E-02  7.11482E-02   -3314.0588363178153
         7416  1.65332E+00  1.62406E+00  8.04554E-01  2.36556E+00  7.35276E-02  2.12583E-01  1.62591E-02  1.48112E-01  3.13756E-02 -1.21601E-02  7.69755E-02  2.86022E-03  1.56940E-02 -7.88277E-02  8.68618E-02   -3305.2591921580256
         7417  1.70255E+00  1.54399E+00  7.54363E-01  2.42872E+00  7.77497E-02  2.15336E-01  3.89270E-02  1.38219E-01  4.04549E-02 -4.90896E-03  7.80640E-02 -6.85851E-03  1.16166E-02 -7.84113E-02  8.46379E-02   -3323.9305922363719
         7418  1.60131E+00  1.58440E+00  7.73777E-01  2.38989E+00  7.70081E-02  1.91871E-01  7.35131E-03  1.42994E-01  5.02004E-02 -1.66389E-03  8.97078E-02 -2.12391E-02  2.46178E-03 -8.93658E-02  9.40870E-02   -3332.9162776755556
         7419  1.72592E+00  1.53776E+00  8.31206E-01  2.34908E+00  7.83352E-02  2.47386E-01  3.01946E-02  1.06590E-01  4.29980E-02 -3.40286E-03  7.90383E-02 -3.72082E-03  8.51152E-03 -7.88696E-02  8.55651E-02   -3314.8131217441933
         7420  1.63981E+00  1.58467E+00  7.48957E-01  2.42333E+00  7.90821E-02  2.12818E-01  2.88664E-02  1.16726E-01  5.06438E-02  1.95884E-02  7.57480E-02 -1.82444E-02 -1.70675E-02 -7.41981E-02  7.81852E-02   -3295.4630241921741
         7421  1.64947E+00  1.60546E+00  7.84007E-01  2.38643E+00  7.33285E-02  1.81761E-01  4.61791E-02  1.30362E-01  4.28161E-02  1.03147E-02  7.47510E-02 -1.53231E-02 -3.91837E-03 -7.45247E-02  7.90687E-02   -3343.2651611589545
         7422  1.72353E+00  1.64647E+00  7.48311E-01  2.43800E+00  6.98730E-02  2.07091E-01  3.94530E-02  1.50599E-01  3.90244E-02  3.12653E-02  7.56810E-02 -6.66945E-03 -2.82804E-02 -7.63188E-02  8.26849E-02   -3372.0919625697716
         7423  1.64204E+00  1.63941E+00  7.90356E-01  2.37764E+00  7.70150E-02  1.70437E-01  4.26867E-02  1.25650E-01  4.45949E-02  2.00468E-02  6.28265E-02 -1.90728E-02 -1.52320E-02 -6.11638E-02  6.38239E-02   -3339.3731165708473
         7424  1.64665E+00  1.51476E+00  7.48556E-01  2.42540E+00  7.70599E-02  2.10383E-01  4.77841E-02  1.03410E-01  9.00403E-03  1.60953E-02  1.10628E-01  2.68428E-02 -9.88505E-03 -1.19899E-01  1.36344E-01   -3314.8389611138709
         7425  1.67304E+00  1.55758E+00  7.76622E-01  2.39918E+00  7.31900E-02  2.00684E-01  4.45168E-02  8.36824E-02  4.47343E-02  2.26004E-02  6.13706E-02 -1.39142E-02 -1.74355E-02 -5.94931E-02  6.28425E-02   -3345.1738209396181
         7426  1.59964E+00  1.53382E+00  7.52203E-01  2.41280E+00  7.41697E-02  2.04944E-01  3.69172E-02  1.00450E-01  4.07383E-02  1.23830E-02  6.49433E-02 -9.00270E-03 -7.76833E-03 -6.40499E-02  6.85958E-02   -3348.8176146942574
         7427  1.66880E+00  1.53311E+00  8.01782E-01  2.37081E+00  7.32572E-02  1.84576E-01  4.18392E-02  9.00273E-02  4.95623E-02  1.73265E-04  8.13352E-02 -2.22341E-02  6.33167E-03 -8.02044E-02  8.36975E-02   -3346.6671709796074
         7428  1.60397E+00  1.54924E+00  7.45375E-01  2.42074E+00  7.94660E-02  2.05900E-01  6.63135E-02  1.29974E-01  4.50012E-02  2.02204E-02  7.01179E-02 -1.36515E-02 -1.15672E-02 -6.88946E-02  7.29844E-02   -3329.1293671841122
         7429  1.68896E+00  1.59980E+00  7.31441E-01  2.45033E+00  6.73147E-02  1.74891E-01  3.33185E-02  1.12050E-01  3.21696E-02 -9.23811E-03  8.70213E-02 -4.96259E-03  1.49520E-02 -8.96016E-02  9.71367E-02   -3320.2100492221143
         7430  1.70126E+00  1.58580E+00  7.10148E-01  2.47599E+00  7.19678E-02  2.07396E-01  1.62238E-02  1.18890E-01  3.85447E-02  7.41828E-03  6.74341E-02 -6.17934E-03 -6.38183E-03 -6.71327E-02  7.24390E-02   -3339.9035823624881
         7431  1.62598E+00  1.53208E+00  7.69909E-01  2.39848E+00  8.23420E-02  1.76941E-01  1.86420E-02  8.16899E-02  5.39204E-02 -2.15261E-03  9.35181E-02 -2.81388E-02  4.71657E-03 -9.28242E-02  9.65661E-02   -3334.0408361052159
         7432  1.64654E+00  1.53259E+00  7.79853E-01  2.39098E+00  8.19562E-02  1.83555E-01  3.45025E-02  1.15214E-01  4.48039E-02 -4.87293E-03  8.43014E-02 -1.73553E-02  1.00045E-02 -8.44282E-02  8.93138E-02   -3345.5401374374155
         7433  1.68574E+00  1.55790E+00  7.93567E-01  2.38246E+00  7.50818E-02  2.09644E-01  4.35116E-02  1.26791E-01  3.96279E-02 -3.72008E-03  8.00593E-02 -7.33070E-03  1.02754E-02 -8.07304E-02  8.70283E-02   -3328.9059596222305
