TABLE NO.  4: MCMC Bayesian Analysis (No Prior): Goal Function=AVERAGE VALUE OF LIKELIHOOD FUNCTION
 ITERATION    THETA1       THETA2       THETA3       THETA4       SIGMA(1,1)   OMEGA(1,1)   OMEGA(2,1)   OMEGA(2,2)   OMEGA(3,1)   OMEGA(3,2)   OMEGA(3,3)   OMEGA(4,1)   OMEGA(4,2)   OMEGA(4,3)   OMEGA(4,4)   MCMCOBJ
         7240  1.66039E+00  1.57109E+00  7.87103E-01  2.38476E+00  7.34679E-02  1.77426E-01  1.25242E-02  1.45324E-01  4.70034E-02 -1.84979E-02  7.95604E-02 -1.12796E-02  2.37132E-02 -7.62684E-02  8.07564E-02   -3218.4064482189406
         7241  1.60040E+00  1.63766E+00  7.24985E-01  2.43940E+00  8.14670E-02  1.96464E-01  4.33902E-02  1.22776E-01  3.95766E-02  2.12388E-03  6.23933E-02  1.31318E-03  7.93707E-03 -5.90461E-02  6.46650E-02   -3206.3429123259612
         7242  1.65549E+00  1.50284E+00  7.91805E-01  2.37894E+00  8.11254E-02  1.51829E-01  4.47980E-02  1.31484E-01  2.43969E-02 -4.09281E-03  6.35801E-02  7.35799E-03  1.47951E-02 -6.39716E-02  7.15228E-02   -3192.8145156134306
         7243  1.60484E+00  1.52347E+00  7.82017E-01  2.37840E+00  8.05785E-02  2.50501E-01  4.75195E-02  1.20125E-01  4.43985E-02 -5.16250E-04  6.87110E-02  7.55234E-03  1.18175E-02 -6.50915E-02  7.27761E-02   -3194.2858136207551
         7244  1.64227E+00  1.49983E+00  7.99459E-01  2.36769E+00  6.65294E-02  2.00097E-01  1.99372E-02  8.50818E-02  4.48277E-02  6.96379E-03  6.62829E-02 -4.59185E-03 -2.16821E-03 -6.24016E-02  6.71068E-02   -3204.4226008704113
         7245  1.65899E+00  1.50014E+00  8.19861E-01  2.34983E+00  8.45629E-02  2.31828E-01  2.05789E-02  9.02557E-02  6.16657E-02  8.54084E-03  7.60847E-02 -1.58660E-02 -3.65175E-03 -6.94573E-02  7.24196E-02   -3198.4389300868697
         7246  1.64384E+00  1.53956E+00  7.55555E-01  2.41697E+00  8.24968E-02  2.07297E-01  2.82074E-02  7.74458E-02  4.83579E-02  4.00562E-03  7.35682E-02 -6.41832E-03  2.68364E-03 -6.95526E-02  7.45757E-02   -3210.3923321873781
         7247  1.67869E+00  1.54487E+00  8.33145E-01  2.34016E+00  8.49260E-02  1.57093E-01  2.32206E-02  1.01038E-01  4.99162E-02  4.88230E-03  6.54884E-02 -1.93219E-02  1.00157E-03 -6.03345E-02  6.15813E-02   -3251.2515438516593
         7248  1.68202E+00  1.51491E+00  7.62726E-01  2.41819E+00  8.78246E-02  2.27797E-01  7.85481E-03  9.03157E-02  4.90660E-02 -3.46704E-03  7.81975E-02 -2.93382E-03  6.53764E-03 -7.44265E-02  8.05773E-02   -3290.6784459154733
         7249  1.62067E+00  1.52817E+00  7.67825E-01  2.39856E+00  9.36566E-02  1.69340E-01  2.80103E-03  1.14241E-01  3.83992E-02 -2.37305E-03  6.34806E-02 -4.17811E-03  4.58061E-03 -6.05691E-02  6.50242E-02   -3282.6628165372695
         7250  1.66338E+00  1.60655E+00  7.63475E-01  2.41387E+00  9.35437E-02  1.36109E-01  8.37473E-03  1.36094E-01  5.47798E-02  1.54614E-02  7.91245E-02 -2.93749E-02 -1.32047E-02 -7.37159E-02  7.34837E-02   -3221.0130177672909
         7251  1.60691E+00  1.51887E+00  7.57528E-01  2.40684E+00  8.92364E-02  1.96134E-01  3.01200E-02  1.03270E-01  5.44714E-02 -5.19879E-03  7.18396E-02 -1.54861E-02  1.36614E-02 -6.60501E-02  6.84795E-02   -3282.4122368273320
         7252  1.60171E+00  1.56333E+00  7.90801E-01  2.37055E+00  8.73386E-02  1.79194E-01  2.40737E-03  1.28235E-01  3.24050E-02 -9.60506E-03  5.75286E-02  4.44865E-03  1.26057E-02 -5.54661E-02  6.14182E-02   -3254.4526955920046
         7253  1.66306E+00  1.58982E+00  7.95664E-01  2.37938E+00  8.82174E-02  2.01379E-01  4.86351E-03  1.61159E-01  4.04771E-02 -1.51800E-02  7.00767E-02  6.21954E-04  1.96587E-02 -6.73336E-02  7.35020E-02   -3283.0029750212943
         7254  1.66762E+00  1.54768E+00  7.63607E-01  2.41482E+00  9.78713E-02  1.99428E-01  2.42497E-02  1.62206E-01  5.14905E-02 -1.50875E-02  6.70356E-02 -1.14114E-02  2.37201E-02 -6.15351E-02  6.45530E-02   -3275.7923022163582
         7255  1.64711E+00  1.55954E+00  7.39948E-01  2.43648E+00  8.29523E-02  1.89117E-01  7.89075E-03  1.34925E-01  5.63175E-02 -1.28593E-02  8.11841E-02 -1.92216E-02  1.73745E-02 -7.59975E-02  7.86440E-02   -3296.0712885417224
         7256  1.69868E+00  1.56263E+00  7.95252E-01  2.38772E+00  8.68241E-02  1.60130E-01  1.71721E-02  1.44113E-01  2.87035E-02 -7.97747E-03  6.90244E-02  4.73929E-03  1.42143E-02 -6.88559E-02  7.62264E-02   -3285.9502751652853
         7257  1.70100E+00  1.59235E+00  7.15171E-01  2.47611E+00  9.22269E-02  2.25207E-01  9.10351E-03  1.13049E-01  6.71525E-02 -7.74995E-03  6.85766E-02 -2.27574E-02  1.19026E-02 -5.98398E-02  6.02926E-02   -3305.8936747331318
         7258  1.65130E+00  1.61712E+00  7.38316E-01  2.44027E+00  9.37431E-02  1.80739E-01 -2.11286E-03  1.20860E-01  6.33275E-02 -7.08084E-03  8.10550E-02 -2.88188E-02  8.85822E-03 -7.42386E-02  7.45079E-02   -3331.2061837770070
         7259  1.60669E+00  1.62578E+00  7.05967E-01  2.46487E+00  9.38651E-02  1.64470E-01  3.79549E-03  1.04748E-01  4.46423E-02 -1.52194E-02  7.91782E-02 -1.19531E-02  1.88925E-02 -7.64204E-02  8.07408E-02   -3311.8512975846770
         7260  1.62153E+00  1.63605E+00  7.51403E-01  2.41877E+00  9.50574E-02  1.48875E-01  2.17795E-02  9.15911E-02  4.24493E-02  7.83288E-05  7.21463E-02 -1.26994E-02  6.09667E-03 -6.90609E-02  7.24270E-02   -3301.9917032242265
         7261  1.62504E+00  1.60728E+00  7.29987E-01  2.44276E+00  9.18331E-02  2.63133E-01  6.70228E-02  1.21318E-01  6.01882E-02  9.02064E-05  8.16368E-02 -5.99596E-03  1.64862E-02 -7.54479E-02  8.10090E-02   -3375.7345703162164
         7262  1.67211E+00  1.66973E+00  7.82213E-01  2.39712E+00  7.84951E-02  1.79251E-01  2.00367E-02  1.51003E-01  4.61938E-02 -6.73239E-03  6.44987E-02 -9.97629E-03  1.39392E-02 -5.99066E-02  6.30911E-02   -3415.4371073204425
         7263  1.60810E+00  1.52245E+00  7.77409E-01  2.38594E+00  8.22706E-02  1.86176E-01  2.43975E-02  1.48643E-01  6.39524E-02 -1.66875E-02  8.50626E-02 -2.75767E-02  2.57366E-02 -7.84593E-02  7.95426E-02   -3446.3500150160253
         7264  1.67434E+00  1.58989E+00  7.34530E-01  2.44858E+00  7.71306E-02  1.80001E-01  1.44869E-02  8.38353E-02  5.43450E-02 -6.87550E-03  8.01585E-02 -1.86398E-02  1.18803E-02 -7.51161E-02  7.77073E-02   -3138.2847930001194
         7265  1.66198E+00  1.63216E+00  7.55478E-01  2.42385E+00  8.96905E-02  2.49657E-01  5.92733E-02  1.36835E-01  6.05926E-02  4.45223E-03  7.29356E-02 -9.69632E-03  9.89328E-03 -6.57001E-02  6.93293E-02   -3152.4864124414712
         7266  1.72280E+00  1.65146E+00  8.08171E-01  2.37981E+00  8.23692E-02  1.49973E-01  6.04690E-03  1.36450E-01  5.13493E-02 -2.13614E-02  7.54825E-02 -2.25279E-02  2.59710E-02 -7.09799E-02  7.25491E-02   -3180.0143753463931
         7267  1.69196E+00  1.65264E+00  7.81603E-01  2.40301E+00  8.69262E-02  2.14367E-01  4.08828E-02  1.82926E-01  4.94927E-02 -2.07550E-02  9.22643E-02 -5.53059E-03  3.35052E-02 -8.95337E-02  9.65337E-02   -3172.2090532330749
         7268  1.70500E+00  1.60510E+00  7.52169E-01  2.43793E+00  8.10554E-02  1.93896E-01  2.77083E-02  1.42313E-01  5.54112E-02 -7.56985E-03  7.73479E-02 -1.67449E-02  1.57262E-02 -7.20788E-02  7.50865E-02   -3155.1808743345018
         7269  1.64888E+00  1.66072E+00  7.54619E-01  2.42321E+00  9.17286E-02  1.92562E-01  1.93659E-02  1.23402E-01  3.96819E-02 -9.89423E-03  7.05215E-02 -1.41176E-04  1.60633E-02 -6.81732E-02  7.45056E-02   -3162.2623024406694
         7270  1.64046E+00  1.58274E+00  7.62150E-01  2.41310E+00  9.72651E-02  1.68331E-01  1.27635E-02  1.02321E-01  4.21998E-02 -1.15230E-05  8.33620E-02 -8.17515E-03  3.56121E-03 -8.17173E-02  8.76179E-02   -3142.1605303913193
         7271  1.66212E+00  1.66062E+00  7.82214E-01  2.39660E+00  1.05014E-01  1.81741E-01 -1.08422E-02  1.35928E-01  4.93044E-02 -1.04058E-02  7.68008E-02 -1.31657E-02  1.00024E-02 -7.28573E-02  7.66622E-02   -3124.9387711106815
         7272  1.64310E+00  1.69001E+00  7.83063E-01  2.39144E+00  9.54901E-02  1.46248E-01  4.43743E-03  1.85417E-01  5.77252E-02 -2.68780E-02  8.71695E-02 -3.00193E-02  3.19531E-02 -8.23249E-02  8.33323E-02   -3171.0461550809478
         7273  1.65816E+00  1.69588E+00  7.42015E-01  2.43913E+00  8.15921E-02  1.55785E-01  1.08051E-02  1.20025E-01  4.17790E-02 -1.84172E-02  7.61661E-02 -1.06038E-02  2.35305E-02 -7.39651E-02  7.86110E-02   -3160.0898951900590
         7274  1.70840E+00  1.64031E+00  7.85347E-01  2.40247E+00  7.67215E-02  1.65649E-01  8.62073E-03  9.26569E-02  3.80835E-02 -8.62070E-03  6.11546E-02 -3.95919E-03  1.20253E-02 -5.81862E-02  6.27245E-02   -3168.2550345140826
         7275  1.58273E+00  1.62051E+00  7.38069E-01  2.42518E+00  8.29718E-02  1.66964E-01  5.31835E-03  1.01811E-01  4.37412E-02 -2.27669E-02  8.23519E-02 -1.03781E-02  2.65890E-02 -8.04815E-02  8.59648E-02   -3177.4852777506376
         7276  1.68240E+00  1.64856E+00  7.21300E-01  2.46557E+00  8.02859E-02  1.95983E-01 -1.09048E-03  1.71117E-01  6.71673E-02 -1.13509E-02  9.64591E-02 -2.98274E-02  1.32570E-02 -9.06878E-02  9.27242E-02   -3168.3689913510689
         7277  1.63780E+00  1.65055E+00  7.80632E-01  2.39023E+00  8.21202E-02  2.04758E-01  1.81088E-02  9.38545E-02  5.35308E-02  1.05218E-03  7.38394E-02 -1.26750E-02  3.57596E-03 -6.89259E-02  7.27429E-02   -3219.6866728481045
         7278  1.67391E+00  1.60946E+00  7.98383E-01  2.37954E+00  8.33510E-02  1.84678E-01  1.54577E-02  8.76789E-02  5.05312E-02  1.46554E-02  8.77767E-02 -1.42483E-02 -1.20431E-02 -8.51158E-02  9.03174E-02   -3239.9202803303438
         7279  1.63269E+00  1.65507E+00  7.73767E-01  2.39752E+00  7.19173E-02  1.95228E-01  1.94285E-02  1.14995E-01  4.38004E-02  5.32679E-03  6.98855E-02 -4.54600E-03 -6.04372E-04 -6.68892E-02  7.23736E-02   -3260.0241783955198
         7280  1.66966E+00  1.61819E+00  8.04979E-01  2.37119E+00  6.97487E-02  2.09221E-01  1.76601E-02  7.93579E-02  9.81204E-02  1.76284E-02  1.11530E-01 -6.08014E-02 -1.48989E-02 -1.00289E-01  9.63186E-02   -3249.6659118813031
         7281  1.62557E+00  1.60023E+00  7.72213E-01  2.39661E+00  7.52805E-02  1.78351E-01 -5.31878E-04  8.63383E-02  4.30329E-02  1.37962E-02  6.58645E-02 -7.11641E-03 -1.48153E-02 -6.24556E-02  6.67882E-02   -3283.0126754232042
         7282  1.68938E+00  1.57157E+00  7.64641E-01  2.41942E+00  7.63460E-02  1.89998E-01 -1.02634E-02  1.09573E-01  4.33282E-02  5.83597E-04  6.77838E-02 -4.97135E-03 -2.16455E-03 -6.45800E-02  6.96645E-02   -3257.5741537545882
         7283  1.72309E+00  1.66014E+00  7.93038E-01  2.39712E+00  7.90806E-02  2.25141E-01  1.91558E-02  1.41325E-01  5.70306E-02  2.28635E-02  7.63151E-02 -1.18547E-02 -1.98315E-02 -7.06895E-02  7.46907E-02   -3263.4158818349224
         7284  1.69972E+00  1.56978E+00  7.71351E-01  2.41494E+00  6.81456E-02  1.61865E-01 -6.43866E-03  1.33508E-01  2.81047E-02  9.72765E-03  5.66133E-02  5.48569E-03 -1.16550E-02 -5.57474E-02  6.23408E-02   -3267.6651886567761
         7285  1.63079E+00  1.59444E+00  7.67063E-01  2.40377E+00  7.85833E-02  1.57710E-01  1.60213E-02  1.56390E-01  3.80910E-02  1.02548E-02  6.66804E-02 -6.56111E-03 -7.11741E-03 -6.46021E-02  6.93729E-02   -3268.6268061104238
         7286  1.67369E+00  1.62426E+00  7.42123E-01  2.44124E+00  8.05552E-02  2.52880E-01  6.25796E-02  1.60564E-01  5.06237E-02  3.35936E-02  7.36558E-02  1.11260E-03 -2.23871E-02 -6.92753E-02  7.60508E-02   -3276.0841048677594
         7287  1.66239E+00  1.69517E+00  7.78766E-01  2.39909E+00  7.36744E-02  2.16052E-01  4.75831E-02  1.71112E-01  4.65136E-02  3.69882E-02  6.27055E-02 -2.30296E-03 -2.95452E-02 -5.81789E-02  6.31804E-02   -3250.8859752515964
         7288  1.67267E+00  1.58077E+00  7.87853E-01  2.39118E+00  7.42160E-02  1.35279E-01  4.01651E-02  1.40861E-01  3.05982E-02  7.89943E-03  7.04566E-02 -2.79390E-03  5.26780E-04 -7.02618E-02  7.63761E-02   -3245.1908664009634
         7289  1.61157E+00  1.66483E+00  7.96496E-01  2.36830E+00  7.62336E-02  2.12666E-01  1.41793E-02  1.76919E-01  5.00552E-02 -4.50050E-03  8.12156E-02 -6.28129E-03  7.90878E-03 -7.75656E-02  8.35743E-02   -3259.4037197452226
         7290  1.59147E+00  1.64462E+00  7.45032E-01  2.41935E+00  7.18721E-02  2.12662E-01  2.14228E-03  1.56284E-01  4.57775E-02  4.63347E-04  7.88836E-02 -1.82495E-03 -7.91449E-05 -7.62751E-02  8.34390E-02   -3266.8400065710189
         7291  1.63100E+00  1.55479E+00  7.49642E-01  2.42375E+00  7.71499E-02  2.12705E-01  4.41330E-02  1.88178E-01  5.11897E-02  1.96977E-02  7.02959E-02 -7.82411E-03 -1.17982E-02 -6.55804E-02  7.02778E-02   -3310.7305090461587
         7292  1.68909E+00  1.54189E+00  7.57234E-01  2.42821E+00  8.16721E-02  2.27741E-01  3.25409E-02  2.31616E-01  6.64659E-02  9.42216E-03  8.63439E-02 -2.09820E-02 -2.96983E-03 -7.95737E-02  8.25242E-02   -3311.7266603197841
         7293  1.60102E+00  1.55235E+00  7.72023E-01  2.39140E+00  7.94463E-02  2.06789E-01 -7.38548E-03  1.21838E-01  4.76705E-02 -1.20606E-02  7.48236E-02 -5.25554E-03  1.15257E-02 -7.13616E-02  7.72280E-02   -3362.2837422542025
         7294  1.67821E+00  1.62164E+00  7.51685E-01  2.43076E+00  7.45275E-02  1.39285E-01  3.01273E-03  1.00232E-01  3.91211E-02  9.62893E-03  6.82599E-02 -1.11976E-02 -1.00008E-02 -6.60377E-02  6.99682E-02   -3366.2086567749789
         7295  1.72326E+00  1.69018E+00  8.79967E-01  2.30004E+00  8.33997E-02  1.96808E-01 -2.16292E-03  1.51203E-01  4.31489E-02  2.29812E-02  6.81821E-02 -2.42206E-03 -2.60434E-02 -6.49762E-02  7.07602E-02   -3336.4664140305745
         7296  1.65379E+00  1.61226E+00  7.67886E-01  2.40726E+00  8.34043E-02  2.33526E-01 -1.53515E-02  1.12908E-01  5.18534E-02  6.24364E-03  8.05232E-02 -3.46685E-03 -1.07242E-02 -7.64438E-02  8.30386E-02   -3368.9489100218107
         7297  1.66683E+00  1.64503E+00  8.09595E-01  2.36455E+00  7.60642E-02  2.32855E-01 -1.72037E-02  1.13315E-01  5.26774E-02  7.42254E-03  5.88238E-02 -4.74581E-03 -1.21852E-02 -5.24666E-02  5.64080E-02   -3404.1566918253011
         7298  1.67602E+00  1.62955E+00  7.81546E-01  2.39739E+00  7.79120E-02  1.65452E-01 -6.01361E-03  1.11983E-01  2.60591E-02  1.62284E-02  6.41978E-02  9.02815E-03 -1.93683E-02 -6.43710E-02  7.25287E-02   -3437.6590258280248
         7299  1.67276E+00  1.59872E+00  8.17978E-01  2.35658E+00  7.96696E-02  2.01709E-01  2.40098E-02  1.23675E-01  5.05867E-02  2.67636E-02  7.62936E-02 -9.78576E-03 -2.41214E-02 -7.20838E-02  7.67002E-02   -3443.7101707647043
         7300  1.66460E+00  1.61852E+00  8.16297E-01  2.35648E+00  8.05031E-02  1.89510E-01  2.68259E-02  1.83982E-01  3.88614E-02  4.32587E-02  6.96238E-02  3.67026E-04 -4.14938E-02 -6.74369E-02  7.39293E-02   -3428.1356052286947
         7301  1.63533E+00  1.56578E+00  7.92431E-01  2.37581E+00  8.12620E-02  2.01283E-01 -7.27489E-03  1.04615E-01  2.40620E-02  2.58531E-02  8.40713E-02  1.92958E-02 -3.00499E-02 -8.65762E-02  9.91516E-02   -3419.2757608188931
         7302  1.69562E+00  1.60537E+00  8.06815E-01  2.37351E+00  7.19330E-02  2.21936E-01  1.68075E-02  1.43418E-01  4.84344E-02  4.28060E-02  8.59353E-02 -2.75179E-03 -4.31955E-02 -8.31329E-02  9.04185E-02   -3412.6886804747296
         7303  1.74041E+00  1.67268E+00  8.11411E-01  2.37905E+00  7.81085E-02  1.89856E-01  7.13764E-03  1.23358E-01  5.20496E-02  1.89607E-02  6.30498E-02 -1.39871E-02 -1.92523E-02 -5.72418E-02  5.95060E-02   -3431.6577401618151
         7304  1.62244E+00  1.61592E+00  7.98522E-01  2.36595E+00  7.11101E-02  1.80160E-01  2.10785E-03  1.37822E-01  4.11700E-02  1.37308E-02  6.17954E-02 -4.29187E-03 -1.45256E-02 -5.82224E-02  6.26503E-02   -3475.2429085584085
         7305  1.65150E+00  1.60886E+00  8.09384E-01  2.36068E+00  6.69846E-02  1.86706E-01  1.72304E-02  1.04169E-01  5.74438E-02  2.25107E-02  7.18408E-02 -2.05647E-02 -2.08845E-02 -6.55496E-02  6.70175E-02   -3487.2070448712875
         7306  1.63607E+00  1.59980E+00  7.75251E-01  2.39468E+00  7.56430E-02  1.50765E-01  2.01193E-02  1.01257E-01  4.15406E-02  1.00766E-02  6.07766E-02 -1.12602E-02 -6.59349E-03 -5.70625E-02  5.98808E-02   -3248.1500334633574
         7307  1.70450E+00  1.64530E+00  8.24370E-01  2.35667E+00  7.13933E-02  2.02434E-01  3.24036E-02  1.14648E-01  3.54149E-02  2.12573E-02  6.91100E-02  7.19144E-03 -1.59540E-02 -6.73910E-02  7.51794E-02   -3220.9985429937378
         7308  1.65890E+00  1.63825E+00  7.69292E-01  2.40635E+00  7.15459E-02  2.15133E-01  2.19882E-02  1.05210E-01  5.09918E-02  7.54202E-03  6.36979E-02 -7.22888E-03 -3.28675E-03 -5.79284E-02  6.14955E-02   -3178.3123284581870
         7309  1.67606E+00  1.66311E+00  7.67772E-01  2.41103E+00  8.53358E-02  2.49627E-01  2.38197E-03  1.08065E-01  6.54526E-02  1.97203E-02  8.64384E-02 -1.64640E-02 -2.12104E-02 -7.96828E-02  8.31129E-02   -3183.4609176096983
         7310  1.74405E+00  1.66249E+00  8.30332E-01  2.35747E+00  7.86552E-02  1.88595E-01 -1.92658E-03  9.72487E-02  4.22233E-02  1.18630E-02  6.72827E-02 -4.63640E-03 -1.35724E-02 -6.42246E-02  6.91931E-02   -3164.4162950511982
         7311  1.65555E+00  1.66462E+00  7.86402E-01  2.38597E+00  7.91838E-02  2.50404E-01 -3.36641E-02  1.06084E-01  3.33077E-02  4.93187E-03  8.27995E-02  1.89011E-02 -1.27742E-02 -8.29496E-02  9.46609E-02   -3187.6168470239772
         7312  1.66764E+00  1.55571E+00  7.58960E-01  2.41812E+00  7.68866E-02  1.73092E-01 -1.40111E-02  8.63101E-02  4.85312E-02 -1.79176E-03  7.90117E-02 -1.48772E-02 -1.39266E-03 -7.57342E-02  7.96137E-02   -3192.2094240224233
         7313  1.62661E+00  1.61795E+00  7.67157E-01  2.40124E+00  7.39063E-02  2.10881E-01 -2.26504E-02  1.23757E-01  4.79561E-02 -4.92580E-03  7.42399E-02 -5.61131E-03  4.35350E-04 -7.02176E-02  7.52286E-02   -3204.8999494686541
         7314  1.56619E+00  1.63097E+00  7.70567E-01  2.38364E+00  6.49443E-02  1.73349E-01  7.85580E-03  1.10525E-01  3.36496E-02  1.57302E-02  6.76853E-02  1.65541E-03 -1.57725E-02 -6.61627E-02  7.23257E-02   -3170.0331392707958
         7315  1.68959E+00  1.61372E+00  7.82029E-01  2.40011E+00  8.12541E-02  2.44675E-01 -8.85373E-03  1.59811E-01  3.34472E-02  7.58395E-03  5.14620E-02  1.78347E-02 -1.03270E-02 -4.84923E-02  5.66447E-02   -3194.1645596067219
         7316  1.61006E+00  1.58406E+00  7.98812E-01  2.36425E+00  7.70213E-02  1.83617E-01 -3.01508E-02  1.50373E-01  4.69576E-02 -4.41555E-03  4.94710E-02 -1.02307E-02 -2.30313E-03 -4.32082E-02  4.45810E-02   -3190.0378279203678
         7317  1.63279E+00  1.59880E+00  8.09646E-01  2.35632E+00  8.02804E-02  1.58927E-01 -2.88636E-02  1.56459E-01  3.68038E-02  5.06335E-03  5.73159E-02 -4.68420E-03 -1.23004E-02 -5.38732E-02  5.72666E-02   -3202.9373796799946
         7318  1.61351E+00  1.51263E+00  8.17181E-01  2.34360E+00  7.40060E-02  1.81939E-01 -1.92538E-02  1.38418E-01  4.30471E-02  1.05816E-02  6.95487E-02 -6.27786E-03 -1.59740E-02 -6.57116E-02  6.97179E-02   -3250.8140781693728
         7319  1.69783E+00  1.57021E+00  7.67653E-01  2.41520E+00  7.39984E-02  1.32741E-01  1.56663E-02  1.49168E-01  4.03328E-02  1.04387E-02  6.64993E-02 -1.43439E-02 -8.00911E-03 -6.29348E-02  6.48206E-02   -3233.9199061240042
         7320  1.64773E+00  1.59390E+00  8.45828E-01  2.32106E+00  7.51420E-02  1.74704E-01  2.36695E-02  1.56084E-01  5.41570E-02  3.02639E-02  9.11207E-02 -2.03168E-02 -2.76131E-02 -8.64746E-02  8.88587E-02   -3230.0980809454531
         7321  1.63588E+00  1.54515E+00  7.50340E-01  2.42198E+00  7.47997E-02  1.53510E-01  1.77629E-03  1.25065E-01  5.18338E-02 -2.90361E-03  6.80804E-02 -2.23410E-02  3.31404E-03 -6.19397E-02  6.17747E-02   -3245.4303073807705
         7322  1.63934E+00  1.57631E+00  8.26373E-01  2.34095E+00  8.08175E-02  2.02836E-01 -1.02729E-02  1.29514E-01  7.36357E-02 -4.34353E-03  8.37081E-02 -3.49159E-02  1.66153E-03 -7.38513E-02  7.17145E-02   -3257.6966358289856
         7323  1.62483E+00  1.55952E+00  8.32801E-01  2.33103E+00  8.06312E-02  1.81708E-01 -2.38727E-03  8.65382E-02  4.96029E-02  8.56446E-03  5.84804E-02 -1.39639E-02 -1.05112E-02 -5.21793E-02  5.31494E-02   -3281.4725444295236
         7324  1.58562E+00  1.61330E+00  7.70883E-01  2.38879E+00  7.35272E-02  1.64111E-01 -8.63100E-03  9.26974E-02  4.58727E-02  5.92266E-03  5.98721E-02 -1.37334E-02 -9.15191E-03 -5.45515E-02  5.58323E-02   -3264.2115733613673
         7325  1.60726E+00  1.58226E+00  7.25319E-01  2.44287E+00  8.66367E-02  1.80855E-01 -4.77913E-03  1.05207E-01  5.28281E-02  8.48617E-03  6.48361E-02 -1.76633E-02 -1.11343E-02 -5.83021E-02  5.89110E-02   -3252.7729303847209
         7326  1.60176E+00  1.57097E+00  7.89747E-01  2.37329E+00  7.73162E-02  1.80351E-01 -4.17624E-03  1.06840E-01  5.48215E-02  7.00757E-03  7.98633E-02 -1.99490E-02 -9.32337E-03 -7.41890E-02  7.56642E-02   -3248.8396366092170
         7327  1.65629E+00  1.61332E+00  7.67121E-01  2.40980E+00  7.47213E-02  2.01967E-01  8.26279E-03  1.37997E-01  7.25822E-02 -1.61976E-03  8.85481E-02 -3.44219E-02  2.36424E-03 -7.96284E-02  7.83118E-02   -3245.8483297004982
         7328  1.65566E+00  1.64023E+00  7.49533E-01  2.42828E+00  6.77044E-02  1.76288E-01  3.98445E-03  1.40948E-01  4.58231E-02  1.94957E-02  7.25055E-02 -1.16279E-02 -2.14139E-02 -6.85469E-02  7.16466E-02   -3281.3933748330874
         7329  1.60825E+00  1.67667E+00  7.88861E-01  2.37554E+00  6.75866E-02  1.78919E-01 -1.19065E-03  1.31124E-01  4.78067E-02  1.24801E-02  6.86990E-02 -1.34240E-02 -1.46523E-02 -6.40667E-02  6.64311E-02   -3273.7396031891858
         7330  1.64342E+00  1.59732E+00  7.84642E-01  2.38772E+00  7.19058E-02  1.84949E-01  6.55822E-03  1.28712E-01  4.89630E-02  5.71029E-03  6.55996E-02 -1.35432E-02 -5.74253E-03 -6.05317E-02  6.26190E-02   -3277.2189285078130
         7331  1.55960E+00  1.61646E+00  7.81082E-01  2.37386E+00  6.70218E-02  1.73731E-01  9.83804E-03  1.72279E-01  5.14558E-02 -2.74244E-02  7.68390E-02 -1.89975E-02  3.03864E-02 -7.21063E-02  7.38430E-02   -3287.4084735557781
         7332  1.61365E+00  1.65016E+00  7.43877E-01  2.42529E+00  6.65565E-02  2.13664E-01 -1.79398E-02  2.06749E-01  6.85760E-02 -1.44683E-02  7.12305E-02 -2.87298E-02  1.03772E-02 -6.25148E-02  6.15848E-02   -3276.1983555892039
         7333  1.68772E+00  1.57694E+00  8.25246E-01  2.35323E+00  7.95143E-02  1.78435E-01 -3.86980E-02  1.42163E-01  6.21654E-02 -9.11357E-03  7.50699E-02 -2.94202E-02  7.60228E-04 -6.82543E-02  6.78547E-02   -3244.7632547390726
         7334  1.60725E+00  1.59564E+00  7.75524E-01  2.38982E+00  8.43756E-02  1.92747E-01 -2.65577E-02  1.17084E-01  4.97219E-02 -8.74847E-03  7.21155E-02 -1.30921E-02  2.94586E-03 -6.76367E-02  7.05507E-02   -3287.3740754136998
         7335  1.66560E+00  1.58728E+00  7.69089E-01  2.40924E+00  7.68454E-02  1.73160E-01 -2.89985E-02  1.23092E-01  3.24111E-02 -2.15884E-02  7.30662E-02  1.73815E-03  1.61176E-02 -7.22586E-02  7.86674E-02   -3302.8379824228309
         7336  1.57938E+00  1.63350E+00  7.54746E-01  2.40585E+00  7.94264E-02  2.04253E-01 -2.70631E-02  1.44184E-01  6.45774E-02 -1.72933E-02  8.89530E-02 -2.68260E-02  1.17279E-02 -8.28927E-02  8.43305E-02   -3371.2052525605504
         7337  1.61750E+00  1.59283E+00  7.89338E-01  2.37705E+00  6.91435E-02  2.25654E-01 -6.29726E-02  1.42819E-01  4.64472E-02 -1.39602E-02  6.11469E-02 -2.46864E-03  6.77681E-04 -5.65120E-02  6.08398E-02   -3397.0740750278719
         7338  1.68321E+00  1.59520E+00  7.85200E-01  2.39531E+00  6.81043E-02  1.78439E-01 -5.60208E-02  1.98568E-01  2.73549E-02 -2.10862E-02  6.97442E-02  8.28144E-03  9.34146E-03 -6.98761E-02  7.76203E-02   -3405.4481149181793
         7339  1.64407E+00  1.49978E+00  7.84391E-01  2.38874E+00  6.74290E-02  1.77568E-01 -1.29623E-02  1.37851E-01  4.10376E-02  6.19056E-04  6.75175E-02 -7.17351E-03 -4.52494E-03 -6.46368E-02  6.86480E-02   -3405.9347040884068
